*! QVisaDataObject v1.1
*! hash 0fe0908

#! __data__ 5a0f46d
#! __type__ iv-sweep
t		V		I		I2		P		
0.31436944007873535	0.0	-1.914786e-10	-1.914786e-10	-0.0	
0.5844924449920654	0.02	1.004684e-07	1.004684e-07	2.0093680000000003e-09	
0.8553237915039062	0.04	2.011463e-07	2.011463e-07	8.045852e-09	
1.117067575454712	0.06	3.018215e-07	3.018215e-07	1.8109289999999997e-08	
1.3783459663391113	0.08	4.025078e-07	4.025078e-07	3.2200624e-08	
1.6401822566986084	0.1	5.031789e-07	5.031789e-07	5.0317890000000006e-08	
1.9012413024902344	0.12	6.038359e-07	6.038359e-07	7.246030800000001e-08	
2.162421464920044	0.14	7.044788e-07	7.044788e-07	9.8627032e-08	
2.4240520000457764	0.16	8.051279e-07	8.051279e-07	1.28820464e-07	
2.684969425201416	0.18	9.057548e-07	9.057548e-07	1.63035864e-07	
2.9557507038116455	0.2	1.006429e-06	1.006429e-06	2.012858e-07	
3.3393070697784424	0.22	1.10695e-06	1.10695e-06	2.4352900000000004e-07	
3.5999915599823	0.24	1.207645e-06	1.207645e-06	2.898348e-07	
3.8710975646972656	0.26	1.308345e-06	1.308345e-06	3.4016970000000003e-07	
4.130991458892822	0.28	1.408992e-06	1.408992e-06	3.9451776000000004e-07	
4.393477439880371	0.3	1.509606e-06	1.509606e-06	4.528818e-07	
4.652707099914551	0.32	1.610249e-06	1.610249e-06	5.152796799999999e-07	
4.915227651596069	0.34	1.710811e-06	1.710811e-06	5.816757400000001e-07	
5.176354646682739	0.36	1.811456e-06	1.811456e-06	6.521241599999999e-07	
5.435766935348511	0.38	1.912083e-06	1.912083e-06	7.2659154e-07	
5.698118686676025	0.4	2.012689e-06	2.012689e-06	8.050756000000001e-07	
5.957982778549194	0.42	2.113379e-06	2.113379e-06	8.8761918e-07	
6.229146242141724	0.44	2.214085e-06	2.214085e-06	9.741974e-07	
6.492326736450195	0.46	2.314807e-06	2.314807e-06	1.06481122e-06	
6.762300729751587	0.48	2.415449e-06	2.415449e-06	1.15941552e-06	
7.032132148742676	0.5	2.51647e-06	2.51647e-06	1.258235e-06	
7.295159339904785	0.52	2.617314e-06	2.617314e-06	1.36100328e-06	
7.584409475326538	0.54	2.720072e-06	2.720072e-06	1.4688388800000002e-06	
7.846004962921143	0.56	2.817305e-06	2.817305e-06	1.5776908000000002e-06	
8.108948945999146	0.58	2.919456e-06	2.919456e-06	1.6932844799999998e-06	
8.368323564529419	0.6	3.0201e-06	3.0201e-06	1.81206e-06	
8.631033897399902	0.62	3.119793e-06	3.119793e-06	1.93427166e-06	
8.890204668045044	0.64	3.219753e-06	3.219753e-06	2.06064192e-06	
9.151683807373047	0.66	3.320978e-06	3.320978e-06	2.19184548e-06	
9.412347316741943	0.68	3.421754e-06	3.421754e-06	2.32679272e-06	
9.67365550994873	0.7	3.522538e-06	3.522538e-06	2.4657766e-06	
9.93636965751648	0.72	3.622954e-06	3.622954e-06	2.6085268799999998e-06	
10.195393323898315	0.74	3.723759e-06	3.723759e-06	2.75558166e-06	
10.456981658935547	0.76	3.824463e-06	3.824463e-06	2.90659188e-06	
10.717997074127197	0.78	3.925264e-06	3.925264e-06	3.06170592e-06	
10.979792833328247	0.8	4.025858e-06	4.025858e-06	3.2206864e-06	
11.250421047210693	0.82	4.126545e-06	4.126545e-06	3.3837669e-06	
11.513621807098389	0.84	4.227377e-06	4.227377e-06	3.5509966799999998e-06	
11.80433440208435	0.86	4.327187e-06	4.327187e-06	3.72138082e-06	
12.062961101531982	0.88	4.428262e-06	4.428262e-06	3.89687056e-06	
12.324816703796387	0.9	4.52896e-06	4.52896e-06	4.076064e-06	
12.584315776824951	0.92	4.629555e-06	4.629555e-06	4.2591906000000004e-06	
12.846539735794067	0.94	4.730204e-06	4.730204e-06	4.44639176e-06	
13.10559368133545	0.96	4.830889e-06	4.830889e-06	4.637653439999999e-06	
13.36710262298584	0.98	4.931566e-06	4.931566e-06	4.8329346799999995e-06	
13.628238916397095	1.0	5.03227e-06	5.03227e-06	5.03227e-06	


