*! QVisaDataObject v1.1
*! hash c85d765

#! __data__ d0eeb92
#! __type__ iv-sweep-v-step
#! __desc__ BJT-BC177B-CE-IB(pnp)

#! __data__ acdd5c9
#! __root__ d0eeb92
#! __step__ 0.0
t		V0		I0		P0		V1		I1		P1		
0.16765713691711426	-0.01855982	3.712679e-11	-6.890665395778001e-13	3.993599e-06	-1.629484e-09	-6.5075056729160006e-15	
0.3750474452972412	-0.5078349	-5.882742e-07	2.9874616952957995e-07	-6.957649e-06	6.239306e-07	-4.3410901151594e-12	
0.6005730628967285	-0.5267478	-1.176302e-06	6.196144906356e-07	-1.201211e-05	1.215053e-06	-1.459535029183e-11	
0.7925167083740234	-0.5372693	-1.764462e-06	9.479912636165999e-07	-5.272832e-06	1.789539e-06	-9.435938504447999e-12	
0.9866480827331543	-0.5452025	-2.35302e-06	1.2828723865500001e-06	-6.115126e-06	2.364984e-06	-1.4462175147984002e-11	
1.154285192489624	-0.5513272	-2.941098e-06	1.6215073252656002e-06	-5.272806e-06	2.930792e-06	-1.5453497642352e-11	
1.332453727722168	-0.5563368	-3.529632e-06	1.9636641720576e-06	-5.272774e-06	3.53019e-06	-1.861389404706e-11	
1.515608549118042	-0.5605435	-4.117681e-06	2.3081393196235e-06	-8.642466e-06	4.067398e-06	-3.5152348923468e-11	
1.691215991973877	-0.5641823	-4.706223e-06	2.6551677164529003e-06	-3.587931e-06	4.629216e-06	-1.6609307592096e-11	
1.855102300643921	-0.5673541	-5.294272e-06	3.0037269257152e-06	-1.903249e-06	5.15099e-06	-9.803616566509998e-12	
2.033259153366089	-0.5702016	-5.882735e-06	3.354344909376e-06	-4.430174e-06	5.698497e-06	-2.5245333248478e-11	
2.2090680599212646	-0.572809	-6.470754e-06	3.706506127986e-06	-1.903147e-06	6.28247e-06	-1.1956463933090001e-11	
2.3802363872528076	-0.5751456	-7.059245e-06	4.0600937010720006e-06	-2.187553e-07	6.780449e-06	-1.4832591551297e-12	
2.5444893836975098	-0.5773661	-7.647117e-06	4.4151861185337e-06	1.466509e-06	7.390643e-06	1.0838444475287e-11	
2.724586248397827	-0.5794153	-8.235568e-06	4.7718141033904e-06	6.520848e-06	7.981548e-06	5.2046461312703995e-11	
2.8992764949798584	-0.5813132	-8.823414e-06	5.129167027264799e-06	1.466487e-06	8.528725e-06	1.2507264339074999e-11	
3.063401937484741	-0.5831122	-9.412019e-06	5.488263105531799e-06	3.993686e-06	9.139345e-06	3.649967417567e-11	
3.2308785915374756	-0.5847291	-9.999798e-06	5.8471728847218e-06	-0.0001046772	9.28391e-06	-9.718137038520001e-10	
